,altitude,longitude,latitude,srf_salt,srf_crust,bare_soil,crop_type
6097,616,11.1831725,2.9145644,No,No,No,Cereals
6099,39,9.8212847,4.0178826,No,No,No,Roots and tubers
6100,690,11.938168,3.0610602,No,No,No,Roots and tubers
6102,670,11.9513976,3.0510064,No,No,No,Roots and tubers
6104,620,12.3924585,3.1441153,No,No,No,"Other crops (e.g., rubber)"
6105,635,12.3966087,3.1463182,No,No,No,"Other crops (e.g., rubber)"
6106,628,12.4005265,3.145315,No,No,No,"Other crops (e.g., rubber)"
6107,66,9.8196888,4.0113022,No,No,No,Roots and tubers
6109,41,9.3765798,4.0766067,No,No,No,"Other crops (e.g., rubber)"
6110,51,9.3734818,4.0901584,No,No,No,"Other crops (e.g., rubber)"
6113,969,9.2199239,4.1334115,No,No,No,Roots and tubers
6114,755,9.9207305,5.2628141,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6115,743,9.924045,5.275165,No,No,No,Cereals
6116,744,9.9272264,5.2731263,No,No,No,Roots and tubers
6117,736,9.9279067,5.2771183,No,No,No,Roots and tubers
6118,1653,10.236365,5.3978617,No,No,No,Cereals
6119,1675,10.2271017,5.3909767,No,No,No,Roots and tubers
6120,1678,10.2241183,5.3988483,No,No,No,Pulses
6122,1662,10.223175,5.3921433,No,No,No,"Other crops (e.g., rubber)"
6123,91,9.6599987,4.3049076,No,No,No,Roots and tubers
6124,2375,10.062389,5.6079789,No,No,No,"Other crops (e.g., rubber)"
6125,1250,10.4783808,5.4703242,No,No,No,Cereals
6126,1223,10.4840767,5.471995,No,No,No,Pulses
6127,1219,10.48492,5.4728983,No,No,No,Pulses
6128,2383,10.0674611,5.6115972,No,No,No,Fodder plants
6129,2275,10.0617083,5.60516,No,No,Yes,"Other crops (e.g., rubber)"
6130,1166,10.8072231,5.8261333,No,No,No,Roots and tubers
6131,1187,10.806317,5.8321229,No,No,No,Roots and tubers
6132,1184,10.8058335,5.8331993,No,No,No,Roots and tubers
6133,1188,10.8118517,5.8308967,No,No,No,"Other crops (e.g., rubber)"
6134,83,9.6628735,4.3052611,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6135,1144,10.4847181,5.4645784,No,No,No,Pulses
6136,85,9.6680109,4.3055738,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6137,936,10.6973789,5.1170025,No,No,No,Pulses
6138,993,10.6863037,5.1233726,No,Yes,Yes,Cereals
6141,1215,10.5166783,5.7650517,No,No,No,Cereals
6142,1224,10.517976,5.7662249,No,No,No,Cereals
6143,1202,10.523545,5.7682533,No,No,No,Cereals
6144,1189,10.5217091,5.7634201,No,No,No,Cereals
6149,87,9.6657051,4.2997696,No,No,No,Roots and tubers
6150,670,11.4937327,3.5363568,No,No,No,Roots and tubers
6153,1277,10.3382301,5.5470575,No,No,No,Cereals
6154,1333,10.3274304,5.5461165,No,No,No,Pulses
6155,1292,10.34145,5.5385833,No,No,No,Cereals
6156,1339,10.3288495,5.5310865,No,No,No,Pulses
6176,1533,15.6846388,-12.0510418,No,No,No,Cereals
6192,522,15.1388335,8.620525,No,No,No,Cereals
6193,517,15.1522267,8.6206217,No,No,No,Cereals
6194,517,15.15095,8.6234633,No,No,No,Cereals
6195,514,15.147155,8.6276667,No,No,No,Cereals
6196,532,15.0669683,8.5259217,No,No,No,Cereals
6197,529,15.0679333,8.5249283,No,No,No,Fibre crops
6198,537,15.0852133,8.5185667,No,No,No,Pulses
6199,533,15.0845661,8.5225172,No,Yes,No,Cereals
6200,306,12.913695,8.5729133,No,No,No,Pulses
6201,291,12.91092,8.58263,No,No,No,Cereals
6202,311,12.9172317,8.5830883,No,No,No,Cereals
6207,421,13.1344833,8.6315683,No,No,No,Cereals
6208,704,11.4851474,3.5513839,No,No,No,Roots and tubers
6209,669,11.4916912,3.5483366,No,No,No,Roots and tubers
6210,424,13.1350467,8.6279117,No,No,No,Cereals
6211,292,13.4910513,8.873976,No,No,No,Cereals
6212,308,13.50594,8.8874337,No,No,No,Cereals
6213,301,13.4984566,8.8880052,No,No,No,Cereals
6214,286,13.4933,8.8788383,No,No,No,Cereals
6225,46,9.3701417,4.0804077,No,No,No,Fruits
6227,263,13.4961733,9.2890567,No,No,No,Cereals
6228,259,13.4947501,9.29688,No,No,No,Cereals
6229,270,13.4908117,9.2952483,No,No,No,Cereals
6230,245,13.4893092,9.286915,No,No,No,Cereals
6232,211,13.0793501,9.3427101,No,No,Yes,Cereals
6233,44,9.3737149,4.0822017,No,No,No,"Other crops (e.g., rubber)"
6236,214,13.0840233,9.3537333,No,No,No,Cereals
6237,252,12.9084808,8.7092738,No,No,No,Cereals
6239,283,14.2553167,8.896325,No,No,No,Cereals
6241,293,13.2428491,9.5308347,No,Yes,No,Cereals
6242,376,14.0307466,9.9131531,No,No,No,Fibre crops
6243,533,13.6514667,10.0657983,No,No,No,Cereals
6244,540,13.6543367,10.06865,No,No,No,Cereals
6245,539,13.6536417,10.0653467,No,Yes,No,Cereals
6246,531,13.6656817,10.05972,No,No,No,Fibre crops
6247,330,13.8467356,9.7981375,No,No,No,Fibre crops
6248,329,13.8601317,9.803975,No,No,No,Fibre crops
6249,329,13.8634487,9.7984056,No,No,No,Cereals
6250,327,13.8611833,9.7880217,No,No,No,Cereals
6251,412,13.56804,9.734425,No,No,No,Cereals
6252,311,13.2578433,9.5305067,No,No,No,Cereals
6253,418,13.563825,9.7357667,No,No,No,Cereals
6254,441,13.5587835,9.7430382,No,No,No,Cereals
6255,450,13.56574,9.74496,No,No,No,Fibre crops
6256,349,13.4123354,9.7031855,No,No,No,Pulses
6257,332,13.40733,9.715345,No,No,No,Fibre crops
6258,342,13.4086663,9.7105101,No,No,No,Cereals
6259,339,13.4123483,9.7128106,No,No,No,Cereals
6260,328,13.8580583,9.2044283,No,No,No,Pulses
6261,324,13.85952,9.2051867,No,No,No,Cereals
6262,316,13.865105,9.2095433,No,No,No,Fibre crops
6263,309,13.7974865,9.5790766,No,No,No,Cereals
6264,308,13.870575,9.2090633,No,No,No,Cereals
6265,301,13.7970001,9.5730029,No,No,No,Fibre crops
6266,204,13.273905,9.18068,No,Yes,Yes,Cereals
6267,193,13.2678937,9.1911833,No,Yes,Yes,Cereals
6268,200,13.2687601,9.1886349,No,Yes,Yes,Cereals
6269,204,13.2731149,9.1862621,No,Yes,No,Cereals
6270,198,13.6241053,9.1448,No,Yes,No,Cereals
6271,191,13.6261448,9.1541953,No,Yes,Yes,Cereals
6272,191,13.6315533,9.1447967,No,Yes,Yes,Cereals
6273,315,13.7938783,9.58156,No,No,No,Cereals
6274,192,13.6261553,9.1559243,No,Yes,Yes,Cereals
6275,281,13.4518998,8.8414958,No,No,No,Fibre crops
6276,290,13.4467634,8.841182,No,No,No,Cereals
6280,310,13.7846886,9.5895942,No,No,No,Cereals
6287,479,13.68088,7.83564,No,No,No,Cereals
6288,1054,13.7052183,7.4778683,No,No,No,Cereals
6298,359,14.0258634,9.9059115,No,No,No,Fibre crops
6302,361,14.03338,9.9024433,No,No,No,Fibre crops
6304,1491,15.6842625,-12.0501023,No,No,No,Cereals
6307,1076,14.087735,6.8735467,No,No,No,Roots and tubers
6308,1101,14.085955,6.8762717,No,No,No,Cereals
6310,373,14.0380667,9.9029217,No,No,No,Cereals
6315,973,14.5162633,6.9871183,No,No,No,Pulses
6316,945,14.5197793,6.9869275,No,No,No,Pulses
6330,1144,24.4875351,-15.01102,No,No,Yes,Roots and tubers
6332,1151,24.481768,-15.0079705,No,No,Yes,Cereals
6334,1548,15.6824147,-12.0580375,No,No,No,Cereals
6336,1113,24.2265504,-15.1636764,No,No,Yes,Roots and tubers
6339,1143,24.1115414,-14.8974931,No,No,Yes,Roots and tubers
6340,1143,24.1087342,-14.8905936,No,No,Yes,Roots and tubers
6344,1154,24.6993896,-14.8229491,No,No,Yes,Roots and tubers
6351,1076,23.1676119,-15.3366037,No,No,Yes,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6355,1001,24.4575155,-17.4095873,No,No,Yes,Cereals
6357,1002,24.4700595,-17.4032466,No,No,Yes,Cereals
6358,988,24.4697994,-17.4070418,No,No,Yes,Cereals
6365,886,30.9597092,-14.5448689,No,No,No,Cereals
6366,880,30.9586613,-14.5444086,No,No,No,Cereals
6368,887,30.9621869,-14.5477538,No,No,No,Cereals
6369,891,30.9532409,-14.5471269,No,No,No,Cereals
6370,930,31.021956,-14.7012336,No,No,No,Cereals
6371,899,31.0074601,-14.7005667,No,No,No,Cereals
6372,921,31.0159755,-14.7125881,No,No,No,Cereals
6373,926,31.0236563,-14.7018862,No,No,No,Cereals
6374,999,31.1624036,-14.5483162,No,No,No,Cereals
6375,1014,31.1606005,-14.5448441,No,No,No,Cereals
6377,982,31.1565347,-14.5529685,No,No,No,Cereals
6378,998,31.1493598,-14.5397842,No,No,No,Cereals
6379,923,31.2071778,-14.1489203,No,No,No,Cereals
6380,936,31.2155377,-14.1591142,No,No,No,Cereals
6381,964,31.2158775,-14.1560709,No,No,No,Cereals
6382,944,31.2146629,-14.1523411,No,No,No,Cereals
6383,961,31.4858823,-14.1643434,No,No,No,Cereals
6384,962,31.4861488,-14.162965,No,No,No,Cereals
6385,997,31.4977361,-14.1679389,No,No,No,Cereals
6387,993,31.4970645,-14.1675047,No,No,No,Cereals
6388,1010,31.5543392,-14.5259826,No,No,No,Cereals
6389,1024,31.5533198,-14.522007,No,No,No,Cereals
6390,1012,31.5486524,-14.5215106,No,No,No,Cereals
6391,998,31.5418958,-14.5209668,No,No,No,Cereals
6392,1101,31.6269632,-14.3242456,No,No,No,Cereals
6393,1098,31.6333292,-14.3237451,No,No,No,Cereals
6394,1082,31.6243537,-14.3305196,No,No,No,Cereals
6397,948,31.8071842,-14.1135229,No,No,No,Cereals
6398,940,31.7943621,-14.1200482,No,No,No,Cereals
6399,947,31.7964617,-14.1228697,No,No,No,Cereals
6401,1014,31.9427145,-14.0635038,No,No,No,Cereals
6402,1022,31.9397257,-14.0646054,No,No,No,Cereals
6403,1008,31.9448254,-14.0571889,No,No,No,Cereals
6404,722,31.9211619,-13.7460433,No,No,No,Cereals
6405,719,31.9209341,-13.7424238,No,No,No,Cereals
6406,713,31.9106885,-13.7371657,No,No,No,Cereals
6407,701,31.9065137,-13.7388293,No,No,No,Cereals
6408,1038,32.3326287,-13.8520462,No,No,No,Cereals
6409,1021,32.3341393,-13.8450953,No,No,No,Cereals
6410,1021,32.3307853,-13.84336,No,No,No,Cereals
6411,1028,32.3169973,-13.8505355,No,No,No,Cereals
6412,991,32.3672663,-14.0056383,No,No,No,Cereals
6413,991,32.3651763,-14.0091551,No,No,No,Cereals
6414,971,32.3663087,-14.0134714,No,No,No,Cereals
6415,974,32.3776243,-14.0162134,No,No,No,Cereals
6416,808,32.596342,-14.1767167,No,No,No,Cereals
6417,799,32.6018456,-14.172438,No,No,No,Cereals
6418,786,32.6039817,-14.1732381,No,No,No,Cereals
6419,794,32.6062837,-14.1670175,No,No,No,Cereals
6420,1135,32.6057017,-13.9187186,No,No,No,Cereals
6421,1130,32.6077566,-13.9160954,No,No,No,Cereals
6422,1126,32.6066442,-13.9153072,No,No,No,Cereals
6423,1142,32.6126727,-13.9197348,No,No,No,Cereals
6426,994,32.5418521,-13.619816,No,No,No,Cereals
6427,1018,32.5402659,-13.6109126,No,No,No,Cereals
6428,954,32.6948423,-13.2741535,No,No,No,Cereals
6429,944,32.7025398,-13.2656184,No,No,No,Cereals
6430,956,32.7096577,-13.2751071,No,No,No,Cereals
6431,1070,32.9660919,-13.1592844,No,No,No,Cereals
6432,957,32.7105561,-13.2674333,No,No,No,Cereals
6433,1069,32.9675059,-13.1636293,No,No,No,Cereals
6434,1073,32.9791111,-13.1649468,No,No,No,Cereals
6435,1062,32.9714648,-13.167274,No,No,No,Cereals
6436,1252,33.4204794,-12.3594355,No,No,No,Cereals
6437,1287,33.4371355,-12.3491784,No,No,No,Cereals
6438,1268,33.4287435,-12.355745,No,No,No,Cereals
6439,1246,33.4261401,-12.3611711,No,No,No,Cereals
6440,1174,33.2650297,-12.1926046,No,No,No,Cereals
6441,1185,33.2687458,-12.1959212,No,No,No,Cereals
6442,1189,33.2725347,-12.1876873,No,No,No,Cereals
6443,1199,33.2789493,-12.1932973,No,No,No,Cereals
6444,795,8.9461149,35.3049306,No,No,Yes,Oilcrops
6445,795,8.9513226,35.3099612,No,No,No,Fruits
6446,781,8.9460555,35.3057662,No,No,No,Fibre crops
6448,771,8.5717717,35.3789167,Yes,No,No,Fruits
6449,775,8.5653705,35.3770426,Yes,No,Yes,Cereals
6450,791,8.5632852,35.3894667,Yes,No,Yes,Fodder plants
6451,783,8.5606983,35.3815934,Yes,No,Yes,Cereals
6452,796,8.5009311,35.5954067,No,No,Yes,Oilcrops
6453,803,8.4960117,35.5881876,No,No,No,Oilcrops
6454,813,8.4906431,35.590461,No,No,No,Oilcrops
6455,814,8.4914027,35.5877483,No,No,No,Oilcrops
6456,52,3.33388,6.9660101,No,No,No,"Other crops (e.g., rubber)"
6457,407,3.1291678,8.2644877,No,No,No,Roots and tubers
6458,406,3.1273133,8.2622127,No,No,No,Roots and tubers
6459,401,3.1228008,8.2628592,No,No,No,Cereals
6460,410,3.1215364,8.2637841,No,No,No,Cereals
6461,197,3.0139383,7.8557017,No,No,No,Roots and tubers
6462,206,3.0142435,7.8566953,No,No,No,Roots and tubers
6463,206,3.0134408,7.8625391,No,No,No,Roots and tubers
6464,430,3.8450298,9.0172111,No,No,No,Cereals
6465,422,3.8532917,9.02274,No,No,No,Cereals
6466,419,3.8535186,9.0182342,No,No,No,Cereals
6467,213,3.0129127,7.8626905,No,No,No,Roots and tubers
6468,432,3.8540849,9.0202685,No,No,No,Cereals
6472,87,2.2524733,6.9174983,No,No,Yes,Oilcrops
6473,86,2.2485751,6.9233776,No,No,Yes,"Other crops (e.g., rubber)"
6474,228,1.9618365,8.2024408,No,No,No,Roots and tubers
6475,230,1.9609876,8.2027531,No,No,No,Roots and tubers
6476,244,1.973202,8.1957015,No,No,No,Cereals
6477,249,1.9724467,8.18897,No,No,No,Vegetables
6478,240,1.8330567,8.3425767,No,No,No,Roots and tubers
6487,225,2.66807,8.3484577,No,No,No,Roots and tubers
6488,221,2.6687695,8.3482382,No,No,No,Roots and tubers
6489,236,2.6596064,8.3376833,No,No,No,Pulses
6490,219,2.4918467,8.388255,No,No,No,Roots and tubers
6492,223,2.50329,8.401015,No,No,No,Roots and tubers
6493,226,2.5025288,8.3983721,No,No,No,Roots and tubers
6496,329,2.4962094,8.9488103,No,No,No,Cereals
6498,271,2.3402364,9.1079034,No,No,No,Pulses
6499,272,2.3399903,9.1140498,No,No,No,Roots and tubers
6502,338,2.0776634,9.2501531,No,No,No,Cereals
6504,312,2.0806926,9.2601173,No,No,No,Cereals
6505,306,2.0796907,9.263039,No,No,No,Cereals
6508,395,1.8476831,9.3871886,No,No,No,Cereals
6509,390,1.8628284,9.3878622,No,No,No,Roots and tubers
6510,338,2.5239,9.315815,No,No,No,Cereals
6511,359,2.5188068,9.3076384,No,No,No,Cereals
6514,345,2.5194483,9.5398571,No,No,No,Pulses
6515,340,2.525475,9.5475812,No,No,No,Pulses
6516,343,2.5258384,9.5363083,No,No,No,Pulses
6517,340,2.515108,9.537789,No,No,No,Pulses
6518,321,2.4118217,9.852285,No,No,No,Pulses
6519,316,2.4255978,9.8543083,No,No,No,Pulses
6520,298,2.4254267,9.8427742,No,No,No,Cereals
6521,297,2.4281192,9.8422282,No,No,No,Pulses
6524,422,2.7269583,9.8286158,No,No,No,Pulses
6525,394,2.7244192,9.8384986,No,No,No,Pulses
6528,388,3.0431417,9.2389153,No,No,No,Roots and tubers
6530,322,2.8901276,9.4323281,No,No,No,Pulses
6531,346,2.8851551,9.438215,No,No,No,Cereals
6532,357,2.8868584,9.4426962,No,No,No,Pulses
6533,350,2.8928993,9.4463426,No,No,No,Pulses
6534,347,2.832405,9.6107808,No,No,No,Pulses
6535,347,2.8361981,9.6152696,No,No,No,Cereals
6536,362,2.8331396,9.6238457,No,No,No,Cereals
6537,344,2.8418592,9.6133804,No,No,No,Cereals
6539,141,2.7561409,7.1537546,No,No,Yes,Cereals
6540,136,2.7556048,7.1534155,No,No,Yes,Cereals
6541,115,2.76294,7.1589697,No,No,Yes,Cereals
6542,1132,24.5028627,-14.6562564,No,No,Yes,Oilcrops
6546,89,1.8745453,6.5019849,No,No,Yes,Oilcrops
6547,93,1.8764854,6.5050663,No,No,Yes,Cereals
6548,90,1.873923,6.517632,No,No,Yes,Roots and tubers
6549,85,1.8805154,6.5001782,No,No,Yes,Roots and tubers
6550,247,1.7614652,7.6811435,No,No,Yes,Fibre crops
6551,239,1.7576954,7.6831356,No,No,Yes,Fibre crops
6552,219,1.7720447,7.6828497,No,No,Yes,Cereals
6554,555,34.8165123,-15.1651019,No,No,Yes,Cereals
6555,796,34.7630064,-15.1641108,No,No,Yes,Cereals
6556,795,34.7653441,-15.1648916,No,No,Yes,Cereals
6557,784,34.7651112,-15.1653561,No,No,Yes,Cereals
6558,571,34.8096456,-15.1607046,No,No,Yes,Cereals
6559,556,34.8111269,-15.1641889,No,No,Yes,Cereals
6560,555,34.8106996,-15.163465,No,No,Yes,Cereals
6561,1212,33.8932652,-14.3430926,No,No,Yes,Cereals
6562,1211,33.8910424,-14.3454026,No,No,Yes,Cereals
6563,1217,33.891177,-14.3518461,No,No,Yes,Cereals
6564,1218,33.8912083,-14.3570077,No,No,Yes,Cereals
6565,1200,33.7746549,-14.3761317,No,No,No,Pulses
6566,1187,33.7806694,-14.3695584,No,No,No,Cereals
6567,1203,33.7761723,-14.3659318,No,No,No,Cereals
6568,1209,33.7777008,-14.3636086,No,No,Yes,Cereals
6569,1063,34.6975932,-14.7171464,No,No,Yes,Cereals
6573,1146,33.5578505,-13.9703938,No,No,Yes,Cereals
6574,1152,33.5593216,-13.9713868,No,No,Yes,Cereals
6575,1169,33.5605936,-13.9658053,No,No,Yes,Cereals
6576,1168,33.5469249,-13.9730617,No,No,Yes,Cereals
6577,478,34.5033398,-13.8779476,No,No,Yes,Cereals
6578,468,34.5063039,-13.8765412,No,No,Yes,Cereals
6579,477,34.5080519,-13.8760773,No,No,Yes,Cereals
6581,1060,33.9589509,-13.7875218,No,No,Yes,Cereals
6582,1059,33.9549383,-13.787538,No,No,Yes,Cereals
6583,1069,33.9564807,-13.7985028,No,No,Yes,Cereals
6584,1077,33.9562968,-13.7969225,No,No,Yes,Cereals
6585,1193,33.5650088,-13.6598896,No,No,Yes,Cereals
6586,1202,33.5790693,-13.6606062,No,No,Yes,Cereals
6587,1207,33.5781883,-13.6674771,No,No,Yes,Cereals
6588,1212,33.5820842,-13.667201,No,No,Yes,Cereals
6589,1122,33.0003261,-13.7337705,No,No,Yes,Cereals
6590,1121,33.0012827,-13.739013,No,No,No,Fodder plants
6591,1113,32.9737602,-13.7479779,No,No,Yes,Cereals
6592,1123,33.0041154,-13.7398753,No,No,No,Fodder plants
6593,1146,32.9735903,-13.7458009,No,No,Yes,Pulses
6594,1146,32.9749884,-13.7424757,No,No,Yes,Cereals
6599,1140,32.9950467,-13.7329683,No,No,Yes,Cereals
6600,1150,32.9722163,-13.7402011,No,No,Yes,Cereals
6601,505,34.413348,-13.8001743,No,No,Yes,Cereals
6602,500,34.4159218,-13.7972921,No,No,Yes,Cereals
6603,498,34.4213195,-13.790035,No,No,Yes,Cereals
6604,499,34.4218229,-13.790549,No,No,Yes,Cereals
6606,519,34.2682638,-13.5016905,No,No,Yes,Cereals
6607,525,34.270317,-13.5066946,No,No,Yes,Cereals
6608,523,34.2691687,-13.5131969,No,No,Yes,Cereals
6609,472,34.4277671,-13.5913799,No,No,Yes,Fodder plants
6610,466,34.4237851,-13.5949353,No,No,Yes,Cereals
6611,467,34.4300985,-13.612645,No,No,Yes,Cereals
6612,470,34.4351371,-13.6160088,No,No,Yes,Cereals
6613,1163,33.6915236,-13.5058077,No,No,Yes,Cereals
6614,1163,33.695679,-13.5099135,No,No,Yes,Cereals
6615,1153,33.6940869,-13.5102223,No,No,Yes,Fodder plants
6617,1491,33.9080357,-13.5521474,No,No,Yes,Cereals
6618,1479,33.9051647,-13.5596284,No,Yes,Yes,Cereals
6619,1500,33.8910608,-13.5556119,No,No,Yes,Cereals
6620,1535,33.8944619,-13.5552086,No,No,Yes,Cereals
6621,1030,33.8208589,-13.0517181,No,No,Yes,Cereals
6622,1028,33.820491,-13.0517293,No,No,Yes,Cereals
6623,1020,33.8190657,-13.0518296,No,No,Yes,Cereals
6624,1011,33.8185789,-13.0520162,No,No,Yes,Cereals
6625,1123,33.6158708,-12.961239,No,No,Yes,Cereals
6626,1070,33.6040748,-12.9456494,No,No,Yes,Cereals
6627,1058,33.6017568,-12.9390501,No,No,Yes,Cereals
6628,1045,33.605492,-12.9348038,No,No,Yes,Cereals
6629,1037,33.3090556,-12.8364183,No,No,No,Pulses
6631,1030,33.2975662,-12.8347953,No,No,Yes,Cereals
6632,1025,33.2973438,-12.837347,No,No,Yes,Cereals
6633,1013,33.5109885,-12.9724765,No,No,Yes,Cereals
6634,1023,33.5113327,-12.9669336,No,No,Yes,Cereals
6635,1011,33.5128525,-12.9659301,No,No,Yes,Cereals
6636,1007,33.5206799,-12.9751049,No,Yes,Yes,Cereals
6637,1137,33.6164803,-14.120166,No,No,Yes,Cereals
6638,1157,33.5515689,-13.5874609,No,No,Yes,Cereals
6639,1164,33.5586183,-13.588735,Yes,No,Yes,Cereals
6640,1175,33.5563216,-13.595089,No,No,Yes,Cereals
6641,1155,33.5504942,-13.5958343,No,No,Yes,Cereals
6642,1064,33.5220887,-13.2109772,No,No,Yes,Cereals
6643,1076,33.52755,-13.2110396,No,No,Yes,Cereals
6644,1059,33.5353485,-13.2201422,No,No,Yes,Cereals
6645,1050,33.5359202,-13.225416,No,Yes,Yes,Cereals
6646,1125,33.6132421,-14.1194092,No,No,No,Cereals
6647,1121,33.6137724,-14.1157266,No,No,No,Cereals
6648,1146,33.6228045,-14.1165812,No,No,Yes,Cereals
6649,1040,32.7168484,-13.0582966,No,No,No,Cereals
6650,1051,32.7160758,-13.0568632,No,No,No,Cereals
6651,1042,32.7184284,-13.0605042,No,No,No,Cereals
6652,1135,32.7102337,-13.0478096,No,No,No,Cereals
6653,1185,28.9266392,-14.4087037,No,No,No,Cereals
6654,1180,28.9236997,-14.4003089,No,No,No,Cereals
6655,1184,28.9270886,-14.3957894,No,No,No,Cereals
6656,1170,28.9238519,-14.4038751,No,No,No,Cereals
6657,1262,28.6646724,-13.1953189,No,No,No,Cereals
6658,1268,28.6585237,-13.2070676,No,No,No,Cereals
6659,1267,28.6535351,-13.2055033,No,No,No,Cereals
6660,1218,28.3220052,-13.1784254,No,No,No,Cereals
6661,1218,28.3274728,-13.1884232,No,No,No,Cereals
6662,1213,28.3298216,-13.1902963,No,No,No,Cereals
6663,1272,28.6529824,-13.2089921,No,No,No,Cereals
6664,1205,28.3304909,-13.189222,No,No,No,Cereals
6665,1600,30.757544,-13.0346852,No,No,No,Cereals
6666,1595,30.7504682,-13.0316742,No,No,No,Cereals
6667,1596,30.747276,-13.031079,No,No,No,Cereals
6668,1591,30.7506738,-13.031359,No,No,No,Cereals
6670,823,36.0713629,-10.3828543,No,No,No,Roots and tubers
6673,816,36.1834019,-10.6782606,No,No,No,Cereals
6675,768,36.1752648,-10.6937561,No,No,No,Cereals
6698,268,38.139077,-11.0075859,No,No,No,Oilcrops
6699,295,38.1370027,-11.0138218,No,No,No,Oilcrops
6702,314,38.1449254,-11.0125288,No,No,No,Cereals
6704,438,37.3725596,-11.3776817,No,No,No,Cereals
6706,430,37.3846602,-11.3812284,No,No,No,Cereals
6707,461,37.4950063,-10.9078135,No,No,No,Cereals
6710,462,37.4895234,-10.8942525,No,No,No,Cereals
6713,107,40.2304417,-10.4521933,No,No,No,Cereals
6714,107,40.2227229,-10.458212,No,No,No,Cereals
6715,111,40.0585673,-10.2658262,No,No,No,Fruits
6716,143,40.0591256,-10.27163,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6717,118,40.0456926,-10.2698662,No,No,No,Roots and tubers
6718,133,40.0414664,-10.273438,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6719,132,40.0414533,-10.2734525,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6720,246,38.82202,-10.9232117,No,No,No,Cereals
6721,287,38.8274553,-10.9148443,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6723,362,38.6790753,-10.5432964,No,No,No,Cereals
6724,364,38.6778131,-10.5386329,No,No,No,Cereals
6725,379,38.6726815,-10.5434663,No,No,No,Cereals
6726,365,38.6852091,-10.5395586,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6728,321,38.4710209,-10.9770084,No,No,No,Oilcrops
6729,348,38.4659798,-10.9743137,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6730,342,38.4761545,-10.97779,No,No,No,Oilcrops
6734,363,39.5721852,-10.7504757,No,No,No,Cereals
6735,346,39.571897,-10.7621614,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6736,345,39.5625145,-10.7630858,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6737,354,39.5626286,-10.7608271,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6738,575,39.3308464,-10.5820674,No,No,No,Roots and tubers
6739,606,39.3305484,-10.5775128,No,No,No,Roots and tubers
6740,604,39.334756,-10.5750939,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6742,295,39.1312333,-10.34956,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6743,314,39.1264686,-10.344711,No,No,No,Oilcrops
6744,46,39.9980396,-10.3203679,No,No,No,Cereals
6745,66,40.0040391,-10.3170042,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
6746,1255,33.7460522,-9.2759098,No,No,No,Cereals
6763,1270,37.5904581,-6.9985314,No,No,No,Cereals
6765,455,37.5715401,-6.657725,No,No,No,Fodder plants
6766,329,37.8606561,-6.9106815,No,No,No,Cereals
6767,304,37.8647962,-6.915747,No,No,No,Cereals
6768,331,37.8654003,-6.9202046,No,No,No,Cereals
6769,330,37.8558258,-6.9034758,No,No,No,Cereals
6770,254,36.5262871,-8.4615253,No,No,No,Cereals
6771,269,36.5244745,-8.4586083,No,No,No,Cereals
6772,256,36.5220033,-8.4527967,No,No,No,Cereals
6773,263,36.5316317,-8.45298,No,No,No,Cereals
6774,231,36.76171,-8.0979017,No,No,No,Cereals
6775,238,36.7691367,-8.0928747,No,No,No,Cereals
6776,242,36.773505,-8.0903283,No,No,No,Cereals
6777,234,36.7737973,-8.090928,No,No,No,Cereals
6778,260,36.1035241,-8.9640917,No,No,No,Cereals
6779,632,36.7263759,-6.6613143,No,No,No,Cereals
6780,614,36.7422267,-6.669035,No,No,No,Cereals
6783,1068,36.7502488,-6.5234117,No,No,No,Cereals
6784,630,36.7273067,-6.661415,No,No,No,Cereals
6786,988,36.9517817,-6.2277217,No,No,No,Cereals
6787,1023,36.95109,-6.2321267,No,No,No,Cereals
6788,1050,36.94709,-6.2288883,No,No,No,Cereals
6794,1399,36.6001017,-5.5633233,No,No,No,Cereals
6795,1397,36.5972161,-5.5625664,No,No,No,Cereals
6796,1432,36.5837883,-5.5647717,No,No,No,Cereals
6797,1431,36.5830267,-5.5643083,No,No,No,Cereals
6798,1121,36.3512117,-5.8131133,No,No,No,Cereals
